Indicator Name,Indicator Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.40703713076191,-0.517399493786589,-0.654731362219618,-0.777935942516781,-1.18818624622676,-1.4701504963595,-1.59563906823514,-1.70378331818298,-1.78102663063287,-1.81124634089962,-1.87748985110646,-1.96321561084525,-2.04298504800307,-2.13347423873235,-2.08424853316373,-2.07932136898966,-2.12768335707949,-2.18128008764594,-2.24244948935114,-2.27535229605776,-2.31081217721929,-2.42046894260049
Rural population,SP.RUR.TOTL,825589438,821328874,815968942,809645853,800082679,788406300,775926016,762817902,749352182,735901746,722214159,708173810,693852712,679206337,665196496,651507733,637792141,624030741,610192900,596465626,582840458,568902350
Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,0,,,,,0,,,,,,,4,,,,,,,,,
Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,,,,,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.3051647769186,51.3046891344874,51.3062137143441,51.3104771956639,51.3176873626003,51.327309829494,51.3383920673483,51.3496140740849,51.3599362200883,51.3691281121164,51.377163271241,51.3834737172118,51.3874545564464,51.3887032248619,51.3869382004233,51.3822668996053,51.3751833231052,51.366417364528,51.3565128422258,51.3456203957543,51.3336518187138,51.3206260427305
"Population, male",SP.POP.TOTL.MA.IN,631092006,637170891,642730896,647869175,652684007,657194875,661443843,665529511,669589760,673459543,677091928,680653754,684100628,687429252,690707252,694017710,697356463,700776622,704210775,707884097,711687182,714757755
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.6948352230814,48.6953108655126,48.6937862856559,48.6895228043361,48.6823126373997,48.672690170506,48.6616079326518,48.6503859259151,48.6400637799117,48.6308718878836,48.622836728759,48.6165262827882,48.6125454435536,48.6112967751381,48.6130617995767,48.6177331003947,48.6248166768948,48.633582635472,48.6434871577742,48.6543796042457,48.6663481812862,48.6793739572695
"Population, female",SP.POP.TOTL.FE.IN,598982994,604764109,610004104,614775825,619165993,623205125,626956157,630545489,634130240,637560457,640793072,644001246,647159372,650275748,653422748,656677290,660023537,663493378,667009225,670780903,674707818,677972245
"Population, total",SP.POP.TOTL,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000,1371220000,1378665000,1386395000,1392730000
Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,
Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,467.56846,383.05515,416.41619,541.66346,575.3384,624.13055,659.93954,704.90619,846.45741,920.66508,1064.76695,1184.47037,852.25811,890.48447,963.87936,1020.9558,1073.21882,1096.51745,1158.9081,1205.68248,1234.7788,
Population growth (annual %),SP.POP.GROW,1.02345002419879,0.959550406298151,0.865851392993279,0.787956592953992,0.726380637838525,0.669999567758626,0.622860936133583,0.593932815112141,0.588124989556992,0.558374367373002,0.522271866392275,0.51238693163744,0.497381400884935,0.482959688678361,0.47915045424996,0.487231117971201,0.49370963351136,0.506311591779847,0.508136747291937,0.541478512050099,0.559121331017265,0.455899678672578
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,38.4838939492682,38.2181667994543,37.5574368478631,36.2411238070285,35.1721356899641,33.4293341200597,31.3668484098718,29.5409942774815,28.2044052877671,27.1361476481515,26.4461115126431,26.0560182768792,25.7657963250401,25.468924010163,25.2759710459843,25.1030469535597,24.9587541271516,24.8759268674048,24.862634037909,24.9223407642978,25.0111290179489,25.1074045343824
"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.51734699073853,9.6894771825429,9.83925282840338,9.95893254086047,10.0802051254277,10.1700056926304,10.2393862519371,10.3018317838692,10.3686913617703,10.4654400941897,10.5676548170932,10.6874954390613,10.8355408576369,11.020798872494,11.2782209427321,11.551860697055,11.8758497455564,12.2997130282436,12.8512233136743,13.5765338402388,14.4248165539225,15.3378642157114
Age dependency ratio (% of working-age population),SP.POP.DPND,48.0012409400067,47.9076439819972,47.3966896762665,46.2000563478889,45.2523408153918,43.5993398126902,41.606234661809,39.8428260613506,38.5730966495374,37.6015877423412,37.0137663297364,36.7435137159405,36.6013371826769,36.489722882657,36.5541919887164,36.6549076506147,36.834603872708,37.1756398956484,37.7138573515833,38.4988746045366,39.4359455718714,40.4452687500938
Sex ratio at birth (male births per female births),SP.POP.BRTH.MF,1.14,,,,,1.16,,,,,1.17,1166,1162,1158,1154,1.15,1146,1142,1138,1134,1.13,
"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.707570561324795,0.741568410101715,0.756326792975927,0.751353667808751,0.794208534461928,0.824276911786475,0.841839495288421,0.846809639020058,0.838563604603987,0.894028518375587,0.936519806584809,0.964971772740486,0.980174123530207,0.981808268453063,1.05400643629383,1.11287814139595,1.15549865521482,1.18026563186851,1.18649370371129,1.27001547476435,1.34154402863106,1.39566194543666
"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1.16990293220387,1.20950666696444,1.23290207030439,1.24228620650347,1.29430904109574,1.3330662511602,1.35846876059232,1.36951727579169,1.36711650695064,1.43032801142745,1.47850409628749,1.51354272836628,1.53984190560284,1.56023614097749,1.65369148550937,1.73756019952736,1.80877688782601,1.86480799297447,1.90622419127764,2.00917012799505,2.10120384537199,2.17991235149794
"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1.03661141926617,1.02705696113063,1.02619763715665,1.04089269654075,1.07009618368416,1.10363901356756,1.13961292578777,1.1765771945898,1.21663065763317,1.26505774810023,1.30970361884677,1.34859718354598,1.38159087443871,1.41211686598473,1.44888938471834,1.48260881686787,1.51082696927263,1.52945380983956,1.54005947444131,1.55565628565716,1.5646328464533,1.5770446802261
"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1.33878065457644,1.33577052793479,1.34213127480243,1.36309758271735,1.37331937241386,1.39149077774217,1.41952685246375,1.45827719796011,1.50820385926269,1.5550974402427,1.60778219844411,1.66170388065004,1.7112058992107,1.75451216059367,1.78207005316363,1.80729245438313,1.83189920365333,1.8550679765387,1.8773050809073,1.88782598364464,1.89739720613506,1.91804320832804
"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1.67890937121055,1.71878110458874,1.76751005908791,1.82675228772011,1.8683160678102,1.91987588227648,1.97979379007933,2.04099563570652,2.09914030413795,2.12660530226971,2.15453965027773,2.18425899904292,2.21287804992644,2.23809784490519,2.22900419423198,2.21656412407139,2.21549296090774,2.24059848755657,2.29871805738856,2.358660159153,2.430060066977,2.53030560365715
"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1.88489980798741,1.90900257681616,1.94947584324374,2.00966762827112,2.05087591572285,2.11110193565957,2.18172003120086,2.2483982685695,2.30373911879563,2.32703629193786,2.34676226680614,2.36523073538108,2.38410117947599,2.40434657475737,2.40150390869404,2.3996832475881,2.4117558562881,2.45434882095368,2.5368156911485,2.63103684734412,2.74802115556191,2.89806507131475
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.43058593120182,6.55103209568906,6.67535535788477,6.81185276737254,6.93978841306684,7.08220921364119,7.23088659625051,7.36672167294851,7.48247072133937,7.60561000768848,7.7128416351323,7.81572385093753,7.93223631774819,8.07445323617687,8.25915394105518,8.45330832999088,8.67898137698078,8.96639740486212,9.3318301715167,9.80263113886186,10.3451204570585,10.9208835350654
"Population ages 65 and above, total",SP.POP.65UP.TO,79101030,81359560,83624513,86009518,88263699,90680607,93162743,95478238,97550467,99711068,101646383,103531377,105598689,108012365,111013766,114178413,117806757,122325870,127959922,135145445,143424233,152098421
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,5.93519487854013,6.04932243551005,6.16536457072831,6.29190204131183,6.42833625802518,6.57648028647858,6.7282884710104,6.8649576884186,6.97913373194677,7.0984208050347,7.19841374447758,7.28993886334091,7.38917336637441,7.50721716849945,7.66309510554633,7.82059030365099,8.0030267551673,8.2422690879055,8.55554547308365,8.98513507178441,9.48005790236914,10.0030083756477
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,37456540,38544522,39626703,40763294,41956723,43220291,44503850,45688319,46731565,47804992,48739878,49619243,50549381,51606807,52929554,54276282,55809624,57759895,60249073,63604342,67468357,71497278
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,6.95264345970897,7.07970410885555,7.21274341766122,7.3597922322003,7.47888289443277,7.61547232028812,7.76110200874468,7.89630800343465,8.0139539515551,8.14132387729542,8.25634782627616,8.37135637350105,8.50623843528347,8.67409726787221,8.88922788889306,9.12198706361816,9.39312756641275,9.73117429748319,10.1514112880947,10.6653070288365,11.2575746094897,11.8885814188649
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,41645152,42815509,43998031,45246223,46306700,47460014,48658707,49789814,50818905,51905862,52906105,53911639,55048919,56405551,58084237,59902017,61996853,64565697,67710850,71540843,75955736,80601282
"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2.51210352673861,2.56191595968897,2.61533008150783,2.67290338924222,2.6957154720689,2.72868847884807,2.76704225985488,2.80057521910222,2.82479916557167,2.81272923628917,2.79765066876827,2.79211090801153,2.81453031847905,2.87519418915647,2.93119509030218,3.00853922131578,3.1212081697721,3.29195115864086,3.5302742375425,3.80080315220989,4.14382096030778,4.49999614632781
"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2.55906006494124,2.62542433714016,2.68823422931067,2.74474081470836,2.76037856520032,2.77981335572618,2.80138636448776,2.82011526111336,2.83489446654615,2.82886213368741,2.82329926473842,2.83087902910365,2.87108945099393,2.95500239154368,3.05196244152602,3.17745116211957,3.34069561864532,3.55694950701634,3.83106632476131,4.1372740698527,4.51095240242077,4.89256078772413
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,3.23295842784389,3.24765438407185,3.25859623769176,3.26865058606029,3.24520497768789,3.22742151151042,3.22417591988886,3.24711909729798,3.30498244367587,3.37379470930741,3.46564002001124,3.59375787775083,3.78198824827322,4.0396418371639,4.33186720952075,4.70292481321874,5.08806482450982,5.39120918608588,5.56028067044007,5.58137846172271,5.48421455264081,5.3386500734116
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,3.16531767794223,3.16496096641824,3.1633843937865,3.1678548360127,3.14805252154133,3.13849238508337,3.14843135874766,3.19019101280974,3.27287310018834,3.38193461169565,3.52054602196473,3.697041130063,3.92771821490378,4.21733829607797,4.5440174265662,4.94032022481152,5.34299889633687,5.65742957708862,5.83158883706821,5.85983173122834,5.75939148447483,5.60166174998925
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,3.62376902549375,3.59019436792288,3.58816167451745,3.63515509695538,3.69649973945202,3.79437218831623,3.93931170477427,4.14568360709751,4.41766231022469,4.7426777730961,5.14563894310025,5.55746580566751,5.87885608503138,6.05476303422949,6.07542097563414,5.9628393914936,5.79085438960084,5.67159449323573,5.67089688415162,5.75341673026022,5.93167477670336,6.18238126650007
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.44431832917656,3.42953591324154,3.45329265404282,3.5325820658985,3.63198902205793,3.77504029149399,3.96760027828107,4.21607525235647,4.51952112751604,4.87273139235404,5.29386351943317,5.71616568620312,6.04348957416895,6.2220619902941,6.25041039469855,6.13756997886697,5.95910669243969,5.83122622763463,5.82352515364654,5.90636522307788,6.08693456380307,6.34421983961132
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,4.13312982999085,4.25716547439321,4.45097812112495,4.72871805148762,5.05477051502511,5.47655825228935,5.9194450699318,6.2654428431949,6.44854648793779,6.48299034072099,6.36524757465864,6.17376732916113,6.03357644720167,6.01821954873492,6.09490241346287,6.27327278366797,6.52849992724267,6.81887838907669,7.11610384563683,7.41714992413365,7.73541193447152,8.03911792695917
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,4.05596496599796,4.23298587680514,4.47188026570268,4.7826906615652,5.13178630527594,5.56709995407635,6.01645149204885,6.36535373036195,6.54996486276146,6.58874502807003,6.4712598689621,6.27667895561534,6.13224426671351,6.11382909336693,6.19408226293223,6.37594962901284,6.63772816317335,6.94082275238689,7.25755984093179,7.58799523149042,7.94352457473741,8.28378426449673
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,5.85926276492043,6.28841714323305,6.6206983879809,6.80449653798115,6.81438775171917,6.68580883725274,6.49274361748833,6.34900818849775,6.32650578453776,6.41081344235836,6.59588138320632,6.85639849921112,7.15204922092533,7.45372136235459,7.75976827709054,8.08168652944424,8.38669179504525,8.62903189738507,8.77991502837409,8.84117218683495,8.82271379094286,8.72284263053736
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,5.91425161757896,6.34673525428514,6.67889559625494,6.86273114644352,6.8722471432184,6.74301029639934,6.5490057436222,6.40437323438601,6.38222116290046,6.46956326696103,6.65809133769271,6.92547374309123,7.23509449305612,7.55910401914672,7.89761910289465,8.25936125211757,8.60318573538161,8.87091564048948,9.02672260234345,9.07620504823757,9.02581336272577,8.88170575234868
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,7.09534021711268,6.84690103730143,6.66219806148727,6.63012711061041,6.68884794184643,6.87510713680412,7.1562610286466,7.47217404793511,7.78356276259686,8.10837042240719,8.44095474371097,8.74720276537733,8.98610304421326,9.13103524597226,9.18516867450169,9.15579838856753,9.04107520499572,8.84066942175013,8.56150236209286,8.20998648757331,7.78508536656818,7.34039508879171
Children out of school (% of primary school age),SE.PRM.UNER.ZS,10.6511096954346,,,,,,,,,,,,,,,,,,,,,
"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,9.73577976226807,,,,,,,,,,,,,,,,,,,,,
"Children out of school, primary, male",SE.PRM.UNER.MA,6490539,,,,,,,,,,,,,,,,,,,,,
"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,11.6294002532959,,,,,,,,,,,,,,,,,,,,,
"Children out of school, primary, female",SE.PRM.UNER.FE,7254031,,,,,,,,,,,,,,,,,,,,,
"Children out of school, primary",SE.PRM.UNER,13744570,,,,,,,,,,,,,,,,,,,,,
"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,90.2642211914063,,,,,,,,,,,,,,,,,,,,,
"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,88.3705978393555,,,,,,,,,,,,,,,,,,,,,
"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,89.3488922119141,,,,,,,,,,,,,,,,,,,,,
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,47.4013481140137,48.2837409973145,,,50.63297,,52.90984,,,55.17626,55.54115,56.11092,56.7585,57.55411,58.3616,58.99434,59.87718,60.97638,62.59739,63.99851,65.62148,67.39675
"Primary education, teachers",SE.PRM.TCHR,5735790,5793561,,,5860316,,5778853,,,5967878,6073666,6035510,6018780,5997393,5939088,5907896,5866510,5859672,5889014,5933119,6045682,6201651
Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,
"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Trained teachers in primary education, female (% of female teachers)",SE.PRM.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Repeaters, primary, total (% of total enrollment)",SE.PRM.REPT.ZS,1.63970005512238,,,,,,,,,0.26887,0.24671,0.28671,0.27986,0.2768,0.2582,0.17111,0.15093,0.08044,0.01997,0.01355,0.01378,0.0075
"Repeaters, primary, male (% of male enrollment)",SE.PRM.REPT.MA.ZS,1.79433000087738,,,,,,,,,0.29661,0.27134,0.31232,0.30761,0.30328,0.27998,0.19447,0.1684,0.08758,0.02053,0.01434,0.0149,0.00905
"Repeaters, primary, female (% of female enrollment)",SE.PRM.REPT.FE.ZS,1.46879005432129,,,,,,,,,0.23732,0.21852,0.25719,0.24775,0.24602,0.23282,0.14391,0.13062,0.07213,0.01932,0.01264,0.01249,0.00571
"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,,,,,,,,,,,,,,,,,,,,,,
"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Persistence to last grade of primary, female (% of cohort)",SE.PRM.PRSL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,,,,,,,,,,,,,,,,,,,,,,
"Persistence to grade 5, male (% of cohort)",SE.PRM.PRS5.MA.ZS,,,,,,,,,,,,,,,,,,,,,,
"Persistence to grade 5, female (% of cohort)",SE.PRM.PRS5.FE.ZS,,,,,,,,,,,,,,,,,,,,,,
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,,,,,,,,,,3.57077,3.83716,4.23586,4.63632,4.97806,5.39201,5.70447,6.04681,6.60941,7.02539,7.26986,7.53909,7.99203
"Over-age students, primary (% of enrollment)",SE.PRM.OENR.ZS,11.6031198501587,,,,,,,,,,,,,,,,,,,,,
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,12.079400062561,,,,,,,,,,,,,,,,,,,,,
"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,11.0766897201538,,,,,,,,,,,,,,,,,,,,,
Net intake rate in grade 1 (% of official school-age population),SE.PRM.NINT.ZS,,,,,,,,,,,,,,,,,,,76.77472,80.36587,81.4031,82.37967
"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS,,,,,,,,,,,,,,,,,,,76.51212,79.85987,80.91079,81.86279
"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,,,,,,,,,,,,,,,,,,,77.08119,80.95608,81.97603,82.97871
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,90.2642211914063,,,,,,,,,,,,,,,,,,,,,
"School enrollment, primary, female (% net)",SE.PRM.NENR.FE,88.3705978393555,,,,,,,,,,,,,,,,,,,,,
